ID,Unvocalized,Vocalized,Root,Normalized,Triliteral,Past,Future,Imperative,Passive
1896,صبغ,صَبَغَ,صبغ,صبغ,1,0,0,0,0
1897,خبر,خَبُرَ,خبر,خبر,1,1,1,0,0
1898,رتب,رَتَبَ,رتب,رتب,1,0,0,0,0
1899,شرخ,شَرَخَ,شرخ,شرخ,1,1,1,1,0
1900,شحب,شَحَبَ,شحب,شحب,1,1,1,1,0
1901,سلب,سَلَبَ,سلب,سلب,1,0,0,0,0
1902,سهل,سَهُلَ,سهل,سهل,1,1,1,0,0
1903,شكم,شَكَمَ,شكم,شكم,1,0,0,0,0
1904,شرف,شَرَفَ,شرف,شرف,1,0,0,0,0
1905,صدر,صَدَرَ,صدر,صدر,1,0,0,0,0
1906,سهم,سَهَمَ,سهم,سهم,1,0,0,0,0
1907,صبع,صَبَعَ,صبع,صبع,1,0,0,0,0
1908,خرز,خَرَزَ,خرز,خرز,1,0,0,0,0
1909,رمد,رَمَدَ,رمد,رمد,1,0,0,0,0
1910,خمص,خَمَصَ,خمص,خمص,1,0,0,0,0
1911,رنق,رَنَقَ,رنق,رنق,1,1,1,1,0
1912,ثخن,ثَخُنَ,ثخن,ثخن,1,1,1,0,0
1913,برد,بَرُدَ,برد,برد,1,1,1,0,0
1914,حسب,حَسُبَ,حسب,حسب,1,1,1,0,0
1915,شهد,شَهُدَ,شهد,شهد,1,1,1,0,0
1916,رجن,رَجَنَ,رجن,رجن,1,1,1,1,0
1917,حكم,حَكَمَ,حكم,حكم,1,0,0,0,0
1918,صغر,صَغُرَ,صغر,صغر,1,1,1,0,0
1919,صفق,صَفُقَ,صفق,صفق,1,1,1,0,0
1920,ملط,مَلَطَ,ملط,ملط,1,0,0,0,0
1921,سجد,سَجَدَ,سجد,سجد,1,1,1,1,0
1922,سمط,سَمَطَ,سمط,سمط,1,0,0,0,0
1923,نعج,نَعَجَ,نعج,نعج,1,1,1,1,0
1924,جثم,جَثَمَ,جثم,جثم,1,1,1,1,0
1925,خرت,خَرَتَ,خرت,خرت,1,0,0,0,0
1926,هجن,هَجَنَ,هجن,هجن,1,1,1,1,0
1927,سمط,سَمَطَ,سمط,سمط,1,0,0,0,0
1928,خطب,خَطَبَ,خطب,خطب,1,1,1,1,0
1929,سمل,سَمَلَ,سمل,سمل,1,1,1,1,0
1930,حمر,حَمَرَ,حمر,حمر,1,0,0,0,0
1931,حلم,حَلُمَ,حلم,حلم,1,1,1,0,0
1932,صلت,صَلَتَ,صلت,صلت,1,0,0,0,0
1933,زعم,زَعَمَ,زعم,زعم,1,1,1,1,0
1934,سكن,سَكَنَ,سكن,سكن,1,1,1,1,0
1935,رجس,رَجَسَ,رجس,رجس,1,0,0,0,0
1936,دخس,دَخَسَ,دخس,دخس,1,0,0,0,0
1937,رجم,رَجَمَ,رجم,رجم,1,0,0,0,0
1938,صمخ,صَمَخَ,صمخ,صمخ,1,0,0,0,0
1939,ضبر,ضَبَرَ,ضبر,ضبر,1,0,0,0,0
1940,صهب,صَهُبَ,صهب,صهب,1,1,1,0,0
1941,رخف,رَخُفَ,رخف,رخف,1,1,1,0,0
1942,حشد,حَشَدَ,حشد,حشد,1,1,1,1,0
1943,نبع,نَبَعَ,نبع,نبع,1,1,1,1,0
1944,متن,مَتُنَ,متن,متن,1,1,1,0,0
1945,رخم,رَخَمَ,رخم,رخم,1,1,1,1,0
1946,سلف,سَلَفَ,سلف,سلف,1,1,1,1,0
1947,خلع,خَلُعَ,خلع,خلع,1,1,1,0,0
1948,حبر,حَبَرَ,حبر,حبر,1,0,0,0,0
1949,شنع,شَنُعَ,شنع,شنع,1,1,1,0,0
1950,ختر,خَتَرَ,ختر,ختر,1,0,0,0,0
1951,صقر,صَقَرَ,صقر,صقر,1,0,0,0,0
1952,ركن,رَكُنَ,ركن,ركن,1,1,1,0,0
1953,صلب,صَلُبَ,صلب,صلب,1,1,1,0,0
1954,سمك,سَمُكَ,سمك,سمك,1,1,1,0,0
1955,خلق,خَلَقَ,خلق,خلق,1,0,0,0,0
1956,خبل,خَبَلَ,خبل,خبل,1,0,0,0,0
1957,رمس,رَمَسَ,رمس,رمس,1,0,0,0,0
1958,خلق,خَلَقَ,خلق,خلق,1,1,1,1,0
1959,قدم,قَدَمَ,قدم,قدم,1,0,0,0,0
1960,رمل,رَمَلَ,رمل,رمل,1,0,0,0,0
1961,ثلج,ثَلَجَ,ثلج,ثلج,1,0,0,0,0
1962,ركد,رَكَدَ,ركد,ركد,1,1,1,1,0
1963,سعل,سَعَلَ,سعل,سعل,1,1,1,1,0
1964,ردح,رَدُحَ,ردح,ردح,1,1,1,0,0
1965,صرح,صَرُحَ,صرح,صرح,1,1,1,0,0
1966,مكر,مَكَرَ,مكر,مكر,1,0,0,0,0
1967,نطل,نَطَلَ,نطل,نطل,1,0,0,0,0
1968,ثلث,ثَلَثَ,ثلث,ثلث,1,0,0,0,0
1969,حسر,حَسَرَ,حسر,حسر,1,0,0,0,0
1970,سلك,سَلَكَ,سلك,سلك,1,0,0,0,0
1971,خفق,خَفَقَ,خفق,خفق,1,1,1,1,0
1972,غرب,غَرُبَ,غرب,غرب,1,1,1,0,0
1973,ندر,نَدُرَ,ندر,ندر,1,1,1,0,0
1974,نبت,نَبَتَ,نبت,نبت,1,1,1,1,0
1975,زعم,زَعُمَ,زعم,زعم,1,1,1,0,0
1976,عنق,عَنَقَ,عنق,عنق,1,0,0,0,0
1977,فجر,فَجَرَ,فجر,فجر,1,1,1,1,0
1978,شجر,شَجَرَ,شجر,شجر,1,1,1,1,0
1979,خفت,خَفَتَ,خفت,خفت,1,1,1,1,0
1980,ختل,خَتَلَ,ختل,ختل,1,0,0,0,0
1981,دبغ,دَبَغَ,دبغ,دبغ,1,0,0,0,0
1982,عزب,عَزَبَ,عزب,عزب,1,0,0,0,0
1983,شخص,شَخُصَ,شخص,شخص,1,1,1,0,0
1984,كتل,كَتَلَ,كتل,كتل,1,0,0,0,0
1985,بطل,بَطَلَ,بطل,بطل,1,1,1,1,0
1986,فجر,فَجَرَ,فجر,فجر,1,0,0,0,0
1987,نزر,نَزُرَ,نزر,نزر,1,1,1,0,0
1988,حقر,حَقُرَ,حقر,حقر,1,1,1,0,0
1989,طرف,طَرُفَ,طرف,طرف,1,1,1,0,0
1990,وحد,وَحُدَ,وحد,وحد,1,1,1,0,0
1991,ورع,وَرُعَ,ورع,ورع,1,1,1,0,0
1992,كهن,كَهَنَ,كهن,كهن,1,1,1,1,0
1993,قشف,قَشُفَ,قشف,قشف,1,1,1,0,0
1994,قطر,قَطَرَ,قطر,قطر,1,1,1,1,0
1995,جدر,جَدَرَ,جدر,جدر,1,0,0,0,0
1996,شتم,شَتَمَ,شتم,شتم,1,0,0,0,0
1997,نحب,نَحَبَ,نحب,نحب,1,1,1,1,0
1998,حنط,حَنَطَ,حنط,حنط,1,1,1,1,0
1999,خلف,خَلَفَ,خلف,خلف,1,0,0,0,0
2000,قشب,قَشُبَ,قشب,قشب,1,1,1,0,0
2001,زرد,زَرَدَ,زرد,زرد,1,0,0,0,0
2002,طلق,طَلَقَ,طلق,طلق,1,1,1,1,0
2003,سبط,سَبُطَ,سبط,سبط,1,1,1,0,0
2004,همل,هَمَلَ,همل,همل,1,1,1,1,0
2005,ركض,رَكَضَ,ركض,ركض,1,0,0,0,0
2006,شطف,شَطَفَ,شطف,شطف,1,0,0,0,0
2007,خزن,خَزَنَ,خزن,خزن,1,0,0,0,0
2008,شبل,شَبَلَ,شبل,شبل,1,1,1,1,0
2009,بزغ,بَزَغَ,بزغ,بزغ,1,1,1,1,0
2010,رطب,رَطُبَ,رطب,رطب,1,1,1,0,0
2011,وجل,وَجَلَ,وجل,وجل,1,0,0,0,0
2012,لقم,لَقَمَ,لقم,لقم,1,0,0,0,0
2013,نمل,نَمَلَ,نمل,نمل,1,1,1,1,0
2014,عظم,عَظَمَ,عظم,عظم,1,0,0,0,0
2015,حسب,حَسَبَ,حسب,حسب,1,0,0,0,0
2016,حفض,حَفَضَ,حفض,حفض,1,0,0,0,0
2017,زعم,زَعَمَ,زعم,زعم,1,1,1,1,0
2018,فضل,فَضُلَ,فضل,فضل,1,1,1,0,0
2019,همد,هَمَدَ,همد,همد,1,1,1,1,0
2020,رقش,رَقَشَ,رقش,رقش,1,0,0,0,0
2021,سلخ,سَلُخَ,سلخ,سلخ,1,1,1,0,0
2022,ربط,رَبَطَ,ربط,ربط,1,1,1,1,0
2023,فرت,فَرُتَ,فرت,فرت,1,1,1,0,0
2024,ثمل,ثَمَلَ,ثمل,ثمل,1,1,1,1,0
2025,حبب,حَبُبَ,حبب,حبب,1,1,1,0,0
2026,جرف,جَرَفَ,جرف,جرف,1,0,0,0,0
2027,دسر,دَسَرَ,دسر,دسر,1,0,0,0,0
2028,فسح,فَسُحَ,فسح,فسح,1,1,1,0,0
2029,بشر,بَشَرَ,بشر,بشر,1,0,0,0,0
2030,طبخ,طَبَخَ,طبخ,طبخ,1,0,0,0,0
2031,وجب,وَجُبَ,وجب,وجب,1,1,1,0,0
2032,فدم,فَدُمَ,فدم,فدم,1,1,1,0,0
2033,عقب,عَقَبَ,عقب,عقب,1,1,1,1,0
2034,خطر,خَطَرَ,خطر,خطر,1,1,1,1,0
2035,مرج,مَرَجَ,مرج,مرج,1,0,0,0,0
2036,فحم,فَحُمَ,فحم,فحم,1,1,1,0,0
2037,رجز,رَجَزَ,رجز,رجز,1,1,1,1,0
2038,قذر,قَذُرَ,قذر,قذر,1,1,1,0,0
2039,نبغ,نَبَغَ,نبغ,نبغ,1,1,1,1,0
2040,هدف,هَدَفَ,هدف,هدف,1,1,1,1,0
2041,رجس,رَجُسَ,رجس,رجس,1,1,1,0,0
2042,حمص,حَمَصَ,حمص,حمص,1,0,0,0,0
2043,نفس,نَفُسَ,نفس,نفس,1,1,1,0,0
2044,نخع,نَخَعَ,نخع,نخع,1,0,0,0,0
2045,نكب,نَكَبَ,نكب,نكب,1,1,1,1,0
2046,نشر,نَشَرَ,نشر,نشر,1,1,1,1,0
2047,نمر,نَمَرَ,نمر,نمر,1,1,1,1,0
2048,ملص,مَلَصَ,ملص,ملص,1,1,1,1,0
2049,خطب,خَطُبَ,خطب,خطب,1,1,1,0,0
2050,غرب,غَرُبَ,غرب,غرب,1,1,1,0,0
2051,نعر,نَعَرَ,نعر,نعر,1,1,1,1,0
2052,يمن,يَمَنَ,يمن,يمن,1,0,0,0,0
2053,ضبن,ضَبَنَ,ضبن,ضبن,1,0,0,0,0
2054,حصر,حَصَرَ,حصر,حصر,1,0,0,0,0
2055,فرش,فَرَشَ,فرش,فرش,1,0,0,0,0
2056,صرم,صَرُمَ,صرم,صرم,1,1,1,0,0
2057,صرخ,صَرَخَ,صرخ,صرخ,1,0,0,0,0
2058,زكم,زَكَمَ,زكم,زكم,1,0,0,0,0
2059,هجن,هَجُنَ,هجن,هجن,1,1,1,0,0
2060,شؤم,شَؤُمَ,شأم,شءم,1,1,1,0,0
2061,جزر,جَزَرَ,جزر,جزر,1,0,0,0,0
2062,صدر,صَدَرَ,صدر,صدر,1,1,1,1,0
2063,رؤس,رَؤُسَ,رأس,رءس,1,0,0,0,0
2064,شرط,شَرَطَ,شرط,شرط,1,0,0,0,0
2065,ضرع,ضَرُعَ,ضرع,ضرع,1,1,1,0,0
2066,قبل,قَبَلَ,قبل,قبل,1,0,0,0,0
2067,رقم,رَقَمَ,رقم,رقم,1,0,0,0,0
2068,صدق,صَدَقَ,صدق,صدق,1,0,0,0,0
2069,نمق,نَمَقَ,نمق,نمق,1,0,0,0,0
2070,نحس,نَحُسَ,نحس,نحس,1,1,1,0,0
2071,ذلق,ذَلَقَ,ذلق,ذلق,1,0,0,0,0
2072,ذمر,ذَمَرَ,ذمر,ذمر,1,0,0,0,0
2073,مشج,مَشَجَ,مشج,مشج,1,0,0,0,0
2074,شجع,شَجَعَ,شجع,شجع,1,0,0,0,0
2075,سقم,سَقُمَ,سقم,سقم,1,1,1,0,0
2076,قرص,قَرَصَ,قرص,قرص,1,0,0,0,0
2077,دبج,دَبَجَ,دبج,دبج,1,0,0,0,0
2078,درج,دَرَجَ,درج,درج,1,0,0,0,0
2079,دسم,دَسَمَ,دسم,دسم,1,0,0,0,0
2080,قصر,قَصَرَ,قصر,قصر,1,1,1,1,0
2081,نحف,نَحُفَ,نحف,نحف,1,1,1,0,0
2082,ذرع,ذَرَعَ,ذرع,ذرع,1,0,0,0,0
2083,سمك,سَمَكَ,سمك,سمك,1,0,0,0,0
2084,مجد,مَجُدَ,مجد,مجد,1,1,1,0,0
2085,مطل,مَطَلَ,مطل,مطل,1,0,0,0,0
2086,رتج,رَتَجَ,رتج,رتج,1,0,0,0,0
2087,نضب,نَضَبَ,نضب,نضب,1,1,1,1,0
2088,رفق,رَفُقَ,رفق,رفق,1,1,1,0,0
2089,سمج,سَمُجَ,سمج,سمج,1,1,1,0,0
2090,غمض,غَمَضَ,غمض,غمض,1,1,1,1,0
2091,شجع,شَجُعَ,شجع,شجع,1,1,1,0,0
2092,نفث,نَفَثَ,نفث,نفث,1,0,0,0,0
2093,ذنب,ذَنَبَ,ذنب,ذنب,1,0,0,0,0
2094,بدن,بَدُنَ,بدن,بدن,1,1,1,0,0
2095,رعن,رَعُنَ,رعن,رعن,1,1,1,0,0
2096,سبر,سَبَرَ,سبر,سبر,1,0,0,0,0
2097,مرد,مَرُدَ,مرد,مرد,1,1,1,0,0
2098,رسب,رَسَبَ,رسب,رسب,1,1,1,1,0
2099,نقع,نَقَعَ,نقع,نقع,1,0,0,0,0
2100,رمق,رَمَقَ,رمق,رمق,1,0,0,0,0
2101,زمت,زَمُتَ,زمت,زمت,1,1,1,0,0
2102,زرف,زَرَفَ,زرف,زرف,1,1,1,1,0
2103,درق,دَرَقَ,درق,درق,1,0,0,0,0
2104,حرك,حَرُكَ,حرك,حرك,1,1,1,0,0
2105,كره,كَرُهَ,كره,كره,1,1,1,0,0
2106,سمد,سَمَدَ,سمد,سمد,1,1,1,1,0
2107,رضب,رَضَبَ,رضب,رضب,1,0,0,0,0
2108,درس,دَرَسَ,درس,درس,1,0,0,0,0
2109,نفذ,نَفَذَ,نفذ,نفذ,1,0,0,0,0
2110,شظف,شَظُفَ,شظف,شظف,1,1,1,0,0
2111,رحب,رَحُبَ,رحب,رحب,1,0,0,0,0
2112,طمر,طَمَرَ,طمر,طمر,1,0,0,0,0
2113,ركم,رَكَمَ,ركم,ركم,1,0,0,0,0
2114,حصن,حَصُنَ,حصن,حصن,1,1,1,0,0
2115,مجد,مَجَدَ,مجد,مجد,1,0,0,0,0
2116,برك,بَرَكَ,برك,برك,1,1,1,1,0
2117,نقذ,نَقَذَ,نقذ,نقذ,1,0,0,0,0
2118,سلف,سَلَفَ,سلف,سلف,1,0,0,0,0
2119,عرف,عَرُفَ,عرف,عرف,1,1,1,0,0
2120,رقد,رَقَدَ,رقد,رقد,1,1,1,1,0
2121,حلج,حَلَجَ,حلج,حلج,1,0,0,0,0
2122,ثبر,ثَبَرَ,ثبر,ثبر,1,0,0,0,0
2123,غضر,غَضُرَ,غضر,غضر,1,1,1,0,0
2124,رجف,رَجَفَ,رجف,رجف,1,0,0,0,0
2125,مرن,مَرَنَ,مرن,مرن,1,1,1,1,0
2126,خبر,خَبَرَ,خبر,خبر,1,1,1,1,0
2127,بسط,بَسَطَ,بسط,بسط,1,0,0,0,0
2128,نقف,نَقَفَ,نقف,نقف,1,0,0,0,0
2129,كهل,كَهَلَ,كهل,كهل,1,1,1,1,0
2130,حجل,حَجَلَ,حجل,حجل,1,1,1,1,0
2131,برد,بَرَدَ,برد,برد,1,0,0,0,0
2132,نتج,نَتَجَ,نتج,نتج,1,0,0,0,0
2133,بجس,بَجَسَ,بجس,بجس,1,0,0,0,0
2134,نقح,نَقَحَ,نقح,نقح,1,0,0,0,0
2135,خرب,خَرَبَ,خرب,خرب,1,0,0,0,0
2136,ربع,رَبَعَ,ربع,ربع,1,0,0,0,0
2137,حنك,حَنَكَ,حنك,حنك,1,0,0,0,0
2138,طمث,طَمُثَ,طمث,طمث,1,1,1,0,0
2139,رفق,رَفَقَ,رفق,رفق,1,0,0,0,0
2140,وصف,وَصُفَ,وصف,وصف,1,1,1,0,0
2141,ضرب,ضَرُبَ,ضرب,ضرب,1,1,1,0,0
2142,شنف,شَنَفَ,شنف,شنف,1,1,1,1,0
2143,نكس,نَكَسَ,نكس,نكس,1,0,0,0,0
2144,شجب,شَجَبَ,شجب,شجب,1,0,0,0,0
2145,ركل,رَكَلَ,ركل,ركل,1,0,0,0,0
2146,حدث,حَدَثَ,حدث,حدث,1,1,1,1,0
2147,فرط,فَرَطَ,فرط,فرط,1,1,1,1,0
2148,لبق,لَبَقَ,لبق,لبق,1,0,0,0,0
2149,ندل,نَدَلَ,ندل,ندل,1,1,1,1,0
2150,رشن,رَشَنَ,رشن,رشن,1,1,1,1,0
2151,خزن,خَزَنَ,خزن,خزن,1,1,1,1,0
2152,نفذ,نَفَذَ,نفذ,نفذ,1,0,0,0,0
2153,ذبل,ذَبُلَ,ذبل,ذبل,1,1,1,0,0
2154,ربص,رَبَصَ,ربص,ربص,1,0,0,0,0
2155,شغر,شَغَرَ,شغر,شغر,1,1,1,1,0
2156,نسق,نَسَقَ,نسق,نسق,1,0,0,0,0
2157,شكر,شَكَرَ,شكر,شكر,1,0,0,0,0
2158,برع,بَرُعَ,برع,برع,1,1,1,0,0
2159,رزم,رَزَمَ,رزم,رزم,1,0,0,0,0
2160,سفن,سَفَنَ,سفن,سفن,1,1,1,1,0
2161,سدج,سَدَجَ,سدج,سدج,1,0,0,0,0
2162,نخر,نَخَرَ,نخر,نخر,1,0,0,0,0
2163,ضلع,ضَلُعَ,ضلع,ضلع,1,1,1,0,0
2164,حبل,حَبَلَ,حبل,حبل,1,0,0,0,0
2165,بدل,بَدَلَ,بدل,بدل,1,0,0,0,0
2166,علم,عَلَمَ,علم,علم,1,0,0,0,0
2167,سمل,سَمُلَ,سمل,سمل,1,1,1,0,0
2168,زلق,زَلَقَ,زلق,زلق,1,1,1,1,0
2169,نقش,نَقَشَ,نقش,نقش,1,0,0,0,0
2170,حدث,حَدُثَ,حدث,حدث,1,1,1,0,0
2171,حلق,حَلَقَ,حلق,حلق,1,0,0,0,0
2172,معك,مَعُكَ,معك,معك,1,1,1,0,0
2173,شمل,شَمَلَ,شمل,شمل,1,0,0,0,0
2174,نقض,نَقَضَ,نقض,نقض,1,0,0,0,0
2175,رزن,رَزَنَ,رزن,رزن,1,0,0,0,0
2176,خزن,خَزُنَ,خزن,خزن,1,1,1,0,0
2177,فرض,فَرُضَ,فرض,فرض,1,1,1,0,0
2178,رقص,رَقَصَ,رقص,رقص,1,1,1,1,0
2179,شحب,شَحُبَ,شحب,شحب,1,1,1,0,0
2180,قدم,قَدُمَ,قدم,قدم,1,1,1,0,0
2181,ثقب,ثَقَبَ,ثقب,ثقب,1,0,0,0,0
2182,رزم,رَزَمَ,رزم,رزم,1,1,1,1,0
2183,نخر,نَخَرَ,نخر,نخر,1,0,0,0,0
2184,سدل,سَدَلَ,سدل,سدل,1,0,0,0,0
2185,ثرد,ثَرَدَ,ثرد,ثرد,1,0,0,0,0
2186,زعم,زَعَمَ,زعم,زعم,1,1,1,1,0
2187,رخم,رَخَمَ,رخم,رخم,1,0,0,0,0
2188,برق,بَرَقَ,برق,برق,1,1,1,1,0
2189,سحق,سَحُقَ,سحق,سحق,1,1,1,0,0
2190,فلك,فَلَكَ,فلك,فلك,1,1,1,1,0
2191,عبر,عَبَرَ,عبر,عبر,1,0,0,0,0
2192,نبث,نَبَثَ,نبث,نبث,1,0,0,0,0
2193,خلف,خَلَفَ,خلف,خلف,1,0,0,0,0
2194,زرب,زَرَبَ,زرب,زرب,1,0,0,0,0
2195,غلظ,غَلُظَ,غلظ,غلظ,1,1,1,0,0
2196,قدس,قَدُسَ,قدس,قدس,1,1,1,0,0
2197,لقط,لَقَطَ,لقط,لقط,1,0,0,0,0
2198,كفل,كَفَلَ,كفل,كفل,1,1,1,1,0
2199,دلق,دَلَقَ,دلق,دلق,1,0,0,0,0
2200,خمل,خَمَلَ,خمل,خمل,1,1,1,1,0
2201,نشر,نَشَرَ,نشر,نشر,1,0,0,0,0
2202,نخب,نَخَبَ,نخب,نخب,1,0,0,0,0
2203,خذل,خَذَلَ,خذل,خذل,1,0,0,0,0
2204,جهر,جَهُرَ,جهر,جهر,1,1,1,0,0
2205,عتق,عَتُقَ,عتق,عتق,1,1,1,0,0
2206,ربك,رَبِكَ,ربك,ربك,1,1,1,1,0
2207,فشل,فَشَلَ,فشل,فشل,1,0,0,0,0
2208,غزر,غَزُرَ,غزر,غزر,1,1,1,0,0
2209,طبل,طَبَلَ,طبل,طبل,1,1,1,1,0
2210,دفق,دَفَقَ,دفق,دفق,1,1,1,1,0
2211,غدف,غَدَفَ,غدف,غدف,1,1,1,1,0
2212,فطر,فَطَرَ,فطر,فطر,1,1,1,1,0
2213,رحم,رَحُمَ,رحم,رحم,1,1,1,0,0
2214,ركب,رَكَبَ,ركب,ركب,1,0,0,0,0
2215,نجس,نَجُسَ,نجس,نجس,1,1,1,0,0
2216,وحف,وَحُفَ,وحف,وحف,1,1,1,0,0
2217,وعر,وَعُرَ,وعر,وعر,1,1,1,0,0
2218,حجر,حَجَرَ,حجر,حجر,1,0,0,0,0
2219,كمت,كَمَتَ,كمت,كمت,1,0,0,0,0
2220,عرك,عَرَكَ,عرك,عرك,1,0,0,0,0
2221,نفس,نَفَسَ,نفس,نفس,1,0,0,0,0
2222,كثل,كَثَلَ,كثل,كثل,1,0,0,0,0
2223,بسق,بَسَقَ,بسق,بسق,1,0,0,0,0
2224,حجل,حَجَلَ,حجل,حجل,1,0,0,0,0
2225,رشم,رَشَمَ,رشم,رشم,1,0,0,0,0
2226,حرن,حَرُنَ,حرن,حرن,1,1,1,0,0
2227,مزق,مَزَقَ,مزق,مزق,1,0,0,0,0
2228,حلق,حَلَقَ,حلق,حلق,1,1,1,1,0
2229,غضن,غَضَنَ,غضن,غضن,1,0,0,0,0
2230,غرب,غَرَبَ,غرب,غرب,1,1,1,1,0
2231,سخن,سَخَنَ,سخن,سخن,1,1,1,1,0
2232,مصل,مَصَلَ,مصل,مصل,1,0,0,0,0
2233,سجل,سَجَلَ,سجل,سجل,1,0,0,0,0
2234,خلف,خَلَفَ,خلف,خلف,1,1,1,1,0
2235,نعت,نَعُتَ,نعت,نعت,1,1,1,0,0
2236,رفل,رَفَلَ,رفل,رفل,1,0,0,0,0
2237,لزب,لَزُبَ,لزب,لزب,1,1,1,0,0
2238,جنس,جَنَسَ,جنس,جنس,1,1,1,1,0
2239,قرق,قَرَقَ,قرق,قرق,1,1,1,1,0
2240,دبر,دَبَرَ,دبر,دبر,1,0,0,0,0
2241,حرب,حَرَبَ,حرب,حرب,1,0,0,0,0
2242,سكب,سَكَبَ,سكب,سكب,1,0,0,0,0
2243,دفق,دَفَقَ,دفق,دفق,1,0,0,0,0
2244,قطف,قَطَفَ,قطف,قطف,1,0,0,0,0
2245,قسم,قَسُمَ,قسم,قسم,1,1,1,0,0
2246,خمد,خَمَدَ,خمد,خمد,1,1,1,1,0
2247,زبر,زَبَرَ,زبر,زبر,1,0,0,0,0
2248,خبث,خَبُثَ,خبث,خبث,1,1,1,0,0
2249,ضخم,ضَخُمَ,ضخم,ضخم,1,1,1,0,0
2250,حلج,حَلَجَ,حلج,حلج,1,0,0,0,0
2251,نعم,نَعُمَ,نعم,نعم,1,1,1,0,0
2252,عتل,عَتَلَ,عتل,عتل,1,0,0,0,0
2253,رفش,رَفَشَ,رفش,رفش,1,1,1,1,0
2254,خطب,خَطَبَ,خطب,خطب,1,0,0,0,0
2255,دمث,دَمُثَ,دمث,دمث,1,1,1,0,0
2256,عنز,عَنَزَ,عنز,عنز,1,0,0,0,0
2257,حدث,حَدَثَ,حدث,حدث,1,1,1,1,0
2258,وشك,وَشُكَ,وشك,وشك,1,1,1,0,0
2259,سبع,سَبَعَ,سبع,سبع,1,0,0,0,0
2260,فسل,فَسَلَ,فسل,فسل,1,0,0,0,0
2261,قذر,قَذَرَ,قذر,قذر,1,0,0,0,0
2262,مكث,مَكَثَ,مكث,مكث,1,1,1,1,0
2263,نسب,نَسَبَ,نسب,نسب,1,1,1,1,0
2264,حمض,حَمَضَ,حمض,حمض,1,1,1,1,0
2265,نتش,نَتَشَ,نتش,نتش,1,0,0,0,0
2266,تلع,تَلُعَ,تلع,تلع,1,1,1,0,0
2267,ودع,وَدُعَ,ودع,ودع,1,1,1,0,0
2268,عرش,عَرَشَ,عرش,عرش,1,0,0,0,0
2269,نشد,نَشَدَ,نشد,نشد,1,0,0,0,0
2270,سلخ,سَلَخَ,سلخ,سلخ,1,1,1,1,0
2271,رقب,رَقَبَ,رقب,رقب,1,0,0,0,0
2272,خلق,خَلُقَ,خلق,خلق,1,1,1,0,0
2273,نقر,نَقَرَ,نقر,نقر,1,0,0,0,0
2274,خرج,خَرَجَ,خرج,خرج,1,1,1,1,0
2275,عتب,عَتَبَ,عتب,عتب,1,0,0,0,0
2276,رفض,رَفَضَ,رفض,رفض,1,1,1,1,0
2277,رذل,رَذُلَ,رذل,رذل,1,1,1,0,0
2278,رشق,رَشَقَ,رشق,رشق,1,0,0,0,0
2279,نكز,نَكَزَ,نكز,نكز,1,0,0,0,0
2280,علج,عَلَجَ,علج,علج,1,1,1,1,0
2281,قطن,قَطَنَ,قطن,قطن,1,0,0,0,0
2282,رسم,رَسَمَ,رسم,رسم,1,0,0,0,0
2283,جسد,جَسَدَ,جسد,جسد,1,0,0,0,0
2284,خفض,خَفُضَ,خفض,خفض,1,1,1,0,0
2285,فحش,فَحُشَ,فحش,فحش,1,1,1,0,0
2286,عكر,عَكَرَ,عكر,عكر,1,1,1,1,0
2287,ملس,مَلَسَ,ملس,ملس,1,0,0,0,0
2288,رمز,رَمَزَ,رمز,رمز,1,0,0,0,0
2289,حرس,حَرَسَ,حرس,حرس,1,0,0,0,0
2290,همر,هَمَرَ,همر,همر,1,0,0,0,0
2291,كدر,كَدَرَ,كدر,كدر,1,0,0,0,0
2292,سكن,سَكَنَ,سكن,سكن,1,0,0,0,0
2293,غمق,غَمُقَ,غمق,غمق,1,1,1,1,0
2294,نسل,نَسَلَ,نسل,نسل,1,1,1,1,0
2295,بسط,بَسُطَ,بسط,بسط,1,1,1,0,0
2296,نكل,نَكَلَ,نكل,نكل,1,0,0,0,0
2297,خمر,خَمَرَ,خمر,خمر,1,0,0,0,0
2298,خبر,خَبَرَ,خبر,خبر,1,0,0,0,0
2299,رصن,رَصَنَ,رصن,رصن,1,0,0,0,0
2300,دهس,دَهَسَ,دهس,دهس,1,0,0,0,0
2301,خمن,خَمَنَ,خمن,خمن,1,0,0,0,0
2302,عرج,عَرَجَ,عرج,عرج,1,1,1,1,0
2303,سرع,سَرُعَ,سرع,سرع,1,1,1,0,0
2304,خرم,خَرُمَ,خرم,خرم,1,1,1,0,0
2305,سرج,سَرَجَ,سرج,سرج,1,0,0,0,0
2306,نقب,نَقُبَ,نقب,نقب,1,1,1,0,0
2307,زقم,زَقَمَ,زقم,زقم,1,0,0,0,0
2308,صلح,صَلُحَ,صلح,صلح,1,1,1,0,0
2309,رغب,رَغُبَ,رغب,رغب,1,1,1,0,0
2310,رعن,رَعَنَ,رعن,رعن,1,1,1,1,0
2311,ملح,مَلُحَ,ملح,ملح,1,1,1,0,0
2312,قزم,قَزَمَ,قزم,قزم,1,0,0,0,0
2313,لحم,لَحُمَ,لحم,لحم,1,1,1,0,0
2314,نشف,نَشَفَ,نشف,نشف,1,0,0,0,0
2315,محل,مَحُلَ,محل,محل,1,1,1,0,0
