ID,Unvocalized,Vocalized,Root,Triliteral,Madhi,Mudhori,Amar
9668,فادى,فَادَى,فدي,0,فَادَى,يُفَادِي,فَادِ
9669,راشى,رَاشَى,رشي,0,رَاشَى,يُرَاشِي,رَاشِ
9670,ساهى,سَاهَى,سهو,0,سَاهَى,يُسَاهِي,سَاهِ
9671,حاجى,حَاجَى,حجو,0,حَاجَى,يُحَاجِي,حَاجِ
9672,ساعى,سَاعَى,سعي,0,سَاعَى,يُسَاعِي,سَاعِ
9673,ناجى,نَاجَى,نجو,0,نَاجَى,يُنَاجِي,نَاجِ
9674,راخى,رَاخَى,رخي,0,رَاخَى,يُرَاخِي,رَاخِ
9675,مارى,مَارَى,مري,0,مَارَى,يُمَارِي,مَارِ
9676,ماشى,مَاشَى,مشي,0,مَاشَى,يُمَاشِي,مَاشِ
9677,ساوى,سَاوَى,سوي,0,سَاوَى,يُسَاوِي,سَاوِ
9678,والى,وَالَى,ولي,0,وَالَى,يُوَالِي,وَالِ
9679,لاحى,لَاحَى,لحي,0,لَاحَى,يُلَاحِي,لَاحِ
9680,صافى,صَافَى,صفو,0,صَافَى,يُصَافِي,صَافِ
9681,غارى,غَارَى,غرو,0,غَارَى,يُغَارِي,غَارِ
9682,لاشى,لَاشَى,لشو,0,لَاشَى,يُلَاشِي,لَاشِ
9683,رابى,رَابَى,ربو,0,رَابَى,يُرَابِي,رَابِ
9684,سامى,سَامَى,سمو,0,سَامَى,يُسَامِي,سَامِ
9685,حامى,حَامَى,حمي,0,حَامَى,يُحَامِي,حَامِ
9686,عافى,عَافَى,عفو,0,عَافَى,يُعَافِي,عَافِ
9687,وارى,وَارَى,وري,0,وَارَى,يُوَارِي,وَارِ
9688,جارى,جَارَى,جري,0,جَارَى,يُجَارِي,جَارِ
9689,رامى,رَامَى,رمي,0,رَامَى,يُرَامِي,رَامِ
9690,واسى,وَاسَى,وسي,0,وَاسَى,يُوَاسِي,وَاسِ
9691,هادى,هَادَى,هدي,0,هَادَى,يُهَادِي,هَادِ
9692,لاقى,لَاقَى,لقي,0,لَاقَى,يُلَاقِي,لَاقِ
9693,هاجى,هَاجَى,هجو,0,هَاجَى,يُهَاجِي,هَاجِ
9694,بارى,بَارَى,بري,0,بَارَى,يُبَارِي,بَارِ
9695,بالى,بَالَى,بلي,0,بَالَى,يُبَالِي,بَالِ
9696,جافى,جَافَى,جفو,0,جَافَى,يُجَافِي,جَافِ
9697,دانى,دَانَى,دنو,0,دَانَى,يُدَانِي,دَانِ
9698,أحصى,أَحْصَى,حصي,0,أَحْصَى,يُحْصِي,أَحْصِ
9699,أصحى,أَصْحَى,صحو,0,أَصْحَى,يُصْحِي,أَصْحِ
9700,أخلى,أَخْلَى,خلي,0,أَخْلَى,يُخْلِي,أَخْلِ
9701,أسقى,أَسْقَى,سقي,0,أَسْقَى,يُسْقِي,أَسْقِ
9702,أعطى,أَعْطَى,عطي,0,أَعْطَى,يُعْطِي,أَعْطِ
9703,أقوى,أَقْوَى,قوي,0,أَقْوَى,يُقْوِي,أَقْوِ
9704,أونى,أَوْنَى,وني,0,أَوْنَى,يُونِي,أَوْنِ
9705,أنسى,أَنْسَى,نسي,0,أَنْسَى,يُنْسِي,أَنْسِ
9706,أذكى,أَذْكَى,ذكو,0,أَذْكَى,يُذْكِي,أَذْكِ
9707,أدرى,أَدْرَى,دري,0,أَدْرَى,يُدْرِي,أَدْرِ
9708,أنقى,أَنْقَى,نقو,0,أَنْقَى,يُنْقِي,أَنْقِ
9709,أعشى,أَعْشَى,عشو,0,أَعْشَى,يُعْشِي,أَعْشِ
9710,أطرى,أَطْرَى,طري,0,أَطْرَى,يُطْرِي,أَطْرِ
9711,أضفى,أَضْفَى,ضفي,0,أَضْفَى,يُضْفِي,أَضْفِ
9712,أبغى,أَبْغَى,بغي,0,أَبْغَى,يُبْغِي,أَبْغِ
9713,أثرى,أَثْرَى,ثري,0,أَثْرَى,يُثْرِي,أَثْرِ
9714,أزرى,أَزْرَى,زري,0,أَزْرَى,يُزْرِي,أَزْرِ
9715,أحظى,أَحْظَى,حظي,0,أَحْظَى,يُحْظِي,أَحْظِ
9716,أخزى,أَخْزَى,خزي,0,أَخْزَى,يُخْزِي,أَخْزِ
9717,أشجى,أَشْجَى,شجي,0,أَشْجَى,يُشْجِي,أَشْجِ
9718,أخبى,أَخْبَى,خبو,0,أَخْبَى,يُخْبِي,أَخْبِ
9719,أفشى,أَفْشَى,فشي,0,أَفْشَى,يُفْشِي,أَفْشِ
9720,أحنى,أَحْنَى,حني,0,أَحْنَى,يُحْنِي,أَحْنِ
9721,أبهى,أَبْهَى,بهي,0,أَبْهَى,يُبْهِي,أَبْهِ
9722,أخنى,أَخْنَى,خنو,0,أَخْنَى,يُخْنِي,أَخْنِ
9723,أضنى,أَضْنَى,ضني,0,أَضْنَى,يُضْنِي,أَضْنِ
9724,أطغى,أَطْغَى,طغي,0,أَطْغَى,يُطْغِي,أَطْغِ
9725,أبقى,أَبْقَى,بقي,0,أَبْقَى,يُبْقِي,أَبْقِ
9726,أسرى,أَسْرَى,سري,0,أَسْرَى,يُسْرِي,أَسْرِ
9727,أعلى,أَعْلَى,علو,0,أَعْلَى,يُعْلِي,أَعْلِ
9728,أحلى,أَحْلَى,حلو,0,أَحْلَى,يُحْلِي,أَحْلِ
9729,أحمى,أَحْمَى,حمي,0,أَحْمَى,يُحْمِي,أَحْمِ
9730,أوشى,أَوْشَى,وشي,0,أَوْشَى,يُوشِي,أَوْشِ
9731,ألقى,أَلْقَى,لقي,0,أَلْقَى,يُلْقِي,أَلْقِ
9732,أضحى,أَضْحَى,ضحو,0,أَضْحَى,يُضْحِي,أَضْحِ
9733,أزكى,أَزْكَى,زكو,0,أَزْكَى,يُزْكِي,أَزْكِ
9734,أجزى,أَجْزَى,جزي,0,أَجْزَى,يُجْزِي,أَجْزِ
9735,أصغى,أَصْغَى,صغو,0,أَصْغَى,يُصْغِي,أَصْغِ
9736,أخفى,أَخْفَى,خفي,0,أَخْفَى,يُخْفِي,أَخْفِ
9737,أغلى,أَغْلَى,غلي,0,أَغْلَى,يُغْلِي,أَغْلِ
9738,أرضى,أَرْضَى,رضي,0,أَرْضَى,يُرْضِي,أَرْضِ
9739,أولى,أَوْلَى,ولي,0,أَوْلَى,يُولِي,أَوْلِ
9740,أفتى,أَفْتَى,فتو,0,أَفْتَى,يُفْتِي,أَفْتِ
9741,أشفى,أَشْفَى,شفي,0,أَشْفَى,يُشْفِي,أَشْفِ
9742,أدلى,أَدْلَى,دلو,0,أَدْلَى,يُدْلِي,أَدْلِ
9743,أمهى,أَمْهَى,مهو,0,أَمْهَى,يُمْهِي,أَمْهِ
9744,أغلى,أَغْلَى,غلو,0,أَغْلَى,يُغْلِي,أَغْلِ
9745,ألهى,أَلْهَى,لهو,0,أَلْهَى,يُلْهِي,أَلْهِ
9746,أنجى,أَنْجَى,نجو,0,أَنْجَى,يُنْجِي,أَنْجِ
9747,أدجى,أَدْجَى,دجو,0,أَدْجَى,يُدْجِي,أَدْجِ
9748,أكرى,أَكْرَى,كري,0,أَكْرَى,يُكْرِي,أَكْرِ
9749,أفضى,أَفْضَى,فضو,0,أَفْضَى,يُفْضِي,أَفْضِ
9750,أرسى,أَرْسَى,رسو,0,أَرْسَى,يُرْسِي,أَرْسِ
9751,أردى,أَرْدَى,ردي,0,أَرْدَى,يُرْدِي,أَرْدِ
9752,أرشى,أَرْشَى,رشو,0,أَرْشَى,يُرْشِي,أَرْشِ
9753,أرمى,أَرْمَى,رمي,0,أَرْمَى,يُرْمِي,أَرْمِ
9754,أشهى,أَشْهَى,شهي,0,أَشْهَى,يُشْهِي,أَشْهِ
9755,أشقى,أَشْقَى,شقي,0,أَشْقَى,يُشْقِي,أَشْقِ
9756,أقعى,أَقْعَى,قعي,0,أَقْعَى,يُقْعِي,أَقْعِ
9757,أزهى,أَزْهَى,زهو,0,أَزْهَى,يُزْهِي,أَزْهِ
9758,ألوى,أَلْوَى,لوي,0,أَلْوَى,يُلْوِي,أَلْوِ
9759,أزنى,أَزْنَى,زني,0,أَزْنَى,يُزْنِي,أَزْنِ
9760,أملى,أَمْلَى,ملو,0,أَمْلَى,يُمْلِي,أَمْلِ
9761,أنمى,أَنْمَى,نمي,0,أَنْمَى,يُنْمِي,أَنْمِ
9762,أصلى,أَصْلَى,صلي,0,أَصْلَى,يُصْلِي,أَصْلِ
9763,أودى,أَوْدَى,ودي,0,أَوْدَى,يُودِي,أَوْدِ
9764,أروى,أَرْوَى,روي,0,أَرْوَى,يُرْوِي,أَرْوِ
9765,أربى,أَرْبَى,ربو,0,أَرْبَى,يُرْبِي,أَرْبِ
9766,أبدى,أَبْدَى,بدو,0,أَبْدَى,يُبْدِي,أَبْدِ
9767,أوهى,أَوْهَى,وهي,0,أَوْهَى,يُوهِي,أَوْهِ
9768,أغضى,أَغْضَى,غضي,0,أَغْضَى,يُغْضِي,أَغْضِ
9769,أنضى,أَنْضَى,نضو,0,أَنْضَى,يُنْضِي,أَنْضِ
9770,أغوى,أَغْوَى,غوي,0,أَغْوَى,يُغْوِي,أَغْوِ
9771,أجلى,أَجْلَى,جلي,0,أَجْلَى,يُجْلِي,أَجْلِ
9772,أغشى,أَغْشَى,غشي,0,أَغْشَى,يُغْشِي,أَغْشِ
9773,أدنى,أَدْنَى,دنو,0,أَدْنَى,يُدْنِي,أَدْنِ
9774,أقذى,أَقْذَى,قذي,0,أَقْذَى,يُقْذِي,أَقْذِ
9775,أغرى,أَغْرَى,غرو,0,أَغْرَى,يُغْرِي,أَغْرِ
9776,أنهى,أَنْهَى,نهي,0,أَنْهَى,يُنْهِي,أَنْهِ
9777,أهوى,أَهْوَى,هوي,0,أَهْوَى,يُهْوِي,أَهْوِ
9778,أوعى,أَوْعَى,وعي,0,أَوْعَى,يُوعِي,أَوْعِ
9779,أسجى,أَسْجَى,سجو,0,أَسْجَى,يُسْجِي,أَسْجِ
9780,ألحى,أَلْحَى,لحي,0,أَلْحَى,يُلْحِي,أَلْحِ
9781,أرعى,أَرْعَى,رعي,0,أَرْعَى,يُرْعِي,أَرْعِ
9782,أسدى,أَسْدَى,سدي,0,أَسْدَى,يُسْدِي,أَسْدِ
9783,أوفى,أَوْفَى,وفي,0,أَوْفَى,يُوفِي,أَوْفِ
9784,أورى,أَوْرَى,وري,0,أَوْرَى,يُورِي,أَوْرِ
9785,أقصى,أَقْصَى,قصو,0,أَقْصَى,يُقْصِي,أَقْصِ
9786,أكدى,أَكْدَى,كدي,0,أَكْدَى,يُكْدِي,أَكْدِ
9787,أمسى,أَمْسَى,مسو,0,أَمْسَى,يُمْسِي,أَمْسِ
9788,أقفى,أَقْفَى,قفو,0,أَقْفَى,يُقْفِي,أَقْفِ
9789,أجرى,أَجْرَى,جري,0,أَجْرَى,يُجْرِي,أَجْرِ
9790,أمضى,أَمْضَى,مضي,0,أَمْضَى,يُمْضِي,أَمْضِ
9791,أفدى,أَفْدَى,فدي,0,أَفْدَى,يُفْدِي,أَفْدِ
9792,أكسى,أَكْسَى,كسي,0,أَكْسَى,يُكْسِي,أَكْسِ
9793,أدمى,أَدْمَى,دمي,0,أَدْمَى,يُدْمِي,أَدْمِ
9794,أعمى,أَعْمَى,عمي,0,أَعْمَى,يُعْمِي,أَعْمِ
9795,أسخى,أَسْخَى,سخو,0,أَسْخَى,يُسْخِي,أَسْخِ
9796,أقسى,أَقْسَى,قسو,0,أَقْسَى,يُقْسِي,أَقْسِ
9797,أمشى,أَمْشَى,مشي,0,أَمْشَى,يُمْشِي,أَمْشِ
9798,أسمى,أَسْمَى,سمو,0,أَسْمَى,يُسْمِي,أَسْمِ
9799,أبلى,أَبْلَى,بلي,0,أَبْلَى,يُبْلِي,أَبْلِ
9800,أمطى,أَمْطَى,مطي,0,أَمْطَى,يُمْطِي,أَمْطِ
9801,أغفى,أَغْفَى,غفي,0,أَغْفَى,يُغْفِي,أَغْفِ
9802,أبكى,أَبْكَى,بكي,0,أَبْكَى,يُبْكِي,أَبْكِ
9803,أوصى,أَوْصَى,وصي,0,أَوْصَى,يُوصِي,أَوْصِ
9804,أهدى,أَهْدَى,هدي,0,أَهْدَى,يُهْدِي,أَهْدِ
9805,أغنى,أَغْنَى,غني,0,أَغْنَى,يُغْنِي,أَغْنِ
9806,أصفى,أَصْفَى,صفو,0,أَصْفَى,يُصْفِي,أَصْفِ
9807,أنحى,أَنْحَى,نحي,0,أَنْحَى,يُنْحِي,أَنْحِ
9808,أجدى,أَجْدَى,جدو,0,أَجْدَى,يُجْدِي,أَجْدِ
9809,أثنى,أَثْنَى,ثني,0,أَثْنَى,يُثْنِي,أَثْنِ
9810,ألفى,أَلْفَى,لفي,0,أَلْفَى,يُلْفِي,أَلْفِ
9811,أنوى,أَنْوَى,نوي,0,أَنْوَى,يُنْوِي,أَنْوِ
9812,أزجى,أَزْجَى,زجو,0,أَزْجَى,يُزْجِي,أَزْجِ
9813,أرغى,أَرْغَى,رغو,0,أَرْغَى,يُرْغِي,أَرْغِ
9814,أرخى,أَرْخَى,رخي,0,أَرْخَى,يُرْخِي,أَرْخِ
9815,أوحى,أَوْحَى,وحي,0,أَوْحَى,يُوحِي,أَوْحِ
9816,أنعى,أَنْعَى,نعي,0,أَنْعَى,يُنْعِي,أَنْعِ
9817,أعفى,أَعْفَى,عفي,0,أَعْفَى,يُعْفِي,أَعْفِ
9818,أندى,أَنْدَى,ندي,0,أَنْدَى,يُنْدِي,أَنْدِ
9819,أشرى,أَشْرَى,شري,0,أَشْرَى,يُشْرِي,أَشْرِ
9820,ألغى,أَلْغَى,لغو,0,أَلْغَى,يُلْغِي,أَلْغِ
9821,تحرى,تَحَرَّى,حري,0,تَحَرَّى,يَتَحَرَّى,تَحَرَّ
9822,تفشى,تَفَشَّى,فشو,0,تَفَشَّى,يَتَفَشَّى,تَفَشَّ
9823,تبدى,تَبَدَّى,بدي,0,تَبَدَّى,يَتَبَدَّى,تَبَدَّ
9824,تخطى,تَخَطَّى,خطو,0,تَخَطَّى,يَتَخَطَّى,تَخَطَّ
9825,تغذى,تَغَذَّى,غذو,0,تَغَذَّى,يَتَغَذَّى,تَغَذَّ
9826,تحدى,تَحَدَّى,حدي,0,تَحَدَّى,يَتَحَدَّى,تَحَدَّ
9827,تنصى,تَنَصَّى,نصو,0,تَنَصَّى,يَتَنَصَّى,تَنَصَّ
9828,ترجى,تَرَجَّى,رجو,0,تَرَجَّى,يَتَرَجَّى,تَرَجَّ
9829,ترضى,تَرَضَّى,رضو,0,تَرَضَّى,يَتَرَضَّى,تَرَضَّ
9830,تثنى,تَثَنَّى,ثني,0,تَثَنَّى,يَتَثَنَّى,تَثَنَّ
9831,تعدى,تَعَدَّى,عدو,0,تَعَدَّى,يَتَعَدَّى,تَعَدَّ
9832,تولى,تَوَلَّى,ولي,0,تَوَلَّى,يَتَوَلَّى,تَوَلَّ
9833,تشهى,تَشَهَّى,شهو,0,تَشَهَّى,يَتَشَهَّى,تَشَهَّ
9834,تسنى,تَسَنَّى,سني,0,تَسَنَّى,يَتَسَنَّى,تَسَنَّ
9835,تقوى,تَقَوَّى,قوي,0,تَقَوَّى,يَتَقَوَّى,تَقَوَّ
9836,توفى,تَوَفَّى,وفي,0,تَوَفَّى,يَتَوَفَّى,تَوَفَّ
9837,تشظى,تَشَظَّى,شظي,0,تَشَظَّى,يَتَشَظَّى,تَشَظَّ
9838,تكنى,تَكَنَّى,كني,0,تَكَنَّى,يَتَكَنَّى,تَكَنَّ
9839,تروى,تَرَوَّى,روي,0,تَرَوَّى,يَتَرَوَّى,تَرَوَّ
9840,تنقى,تَنَقَّى,نقو,0,تَنَقَّى,يَتَنَقَّى,تَنَقَّ
9841,تشكى,تَشَكَّى,شكو,0,تَشَكَّى,يَتَشَكَّى,تَشَكَّ
9842,تمنى,تَمَنَّى,مني,0,تَمَنَّى,يَتَمَنَّى,تَمَنَّ
9843,تجنى,تَجَنَّى,جني,0,تَجَنَّى,يَتَجَنَّى,تَجَنَّ
9844,تعنى,تَعَنَّى,عني,0,تَعَنَّى,يَتَعَنَّى,تَعَنَّ
9845,تملى,تَمَلَّى,ملو,0,تَمَلَّى,يَتَمَلَّى,تَمَلَّ
9846,تقلى,تَقَلَّى,قلو,0,تَقَلَّى,يَتَقَلَّى,تَقَلَّ
9847,تردى,تَرَدَّى,ردي,0,تَرَدَّى,يَتَرَدَّى,تَرَدَّ
9848,تمشى,تَمَشَّى,مشي,0,تَمَشَّى,يَتَمَشَّى,تَمَشَّ
9849,تغنى,تَغَنَّى,غني,0,تَغَنَّى,يَتَغَنَّى,تَغَنَّ
9850,تهجى,تَهَجَّى,هجو,0,تَهَجَّى,يَتَهَجَّى,تَهَجَّ
9851,تخفى,تَخَفَّى,خفي,0,تَخَفَّى,يَتَخَفَّى,تَخَفَّ
9852,تنحى,تَنَحَّى,نحو,0,تَنَحَّى,يَتَنَحَّى,تَنَحَّ
9853,تندى,تَنَدَّى,ندي,0,تَنَدَّى,يَتَنَدَّى,تَنَدَّ
9854,ترقى,تَرَقَّى,رقي,0,تَرَقَّى,يَتَرَقَّى,تَرَقَّ
9855,تمضى,تَمَضَّى,مضي,0,تَمَضَّى,يَتَمَضَّى,تَمَضَّ
9856,تعصى,تَعَصَّى,عصي,0,تَعَصَّى,يَتَعَصَّى,تَعَصَّ
9857,تصدى,تَصَدَّى,صدي,0,تَصَدَّى,يَتَصَدَّى,تَصَدَّ
9858,تحلى,تَحَلَّى,حلي,0,تَحَلَّى,يَتَحَلَّى,تَحَلَّ
9859,تفلى,تَفَلَّى,فلي,0,تَفَلَّى,يَتَفَلَّى,تَفَلَّ
9860,تعرى,تَعَرَّى,عري,0,تَعَرَّى,يَتَعَرَّى,تَعَرَّ
9861,تدنى,تَدَنَّى,دنو,0,تَدَنَّى,يَتَدَنَّى,تَدَنَّ
9862,تلوى,تَلَوَّى,لوي,0,تَلَوَّى,يَتَلَوَّى,تَلَوَّ
9863,تخلى,تَخَلَّى,خلي,0,تَخَلَّى,يَتَخَلَّى,تَخَلَّ
9864,تمطى,تَمَطَّى,مطي,0,تَمَطَّى,يَتَمَطَّى,تَمَطَّ
9865,تقضى,تَقَضَّى,قضي,0,تَقَضَّى,يَتَقَضَّى,تَقَضَّ
9866,تقفى,تَقَفَّى,قفو,0,تَقَفَّى,يَتَقَفَّى,تَقَفَّ
9867,تربى,تَرَبَّى,ربو,0,تَرَبَّى,يَتَرَبَّى,تَرَبَّ
9868,تعلى,تَعَلَّى,علو,0,تَعَلَّى,يَتَعَلَّى,تَعَلَّ
9869,تلظى,تَلَظَّى,لظي,0,تَلَظَّى,يَتَلَظَّى,تَلَظَّ
9870,تلهى,تَلَهَّى,لهو,0,تَلَهَّى,يَتَلَهَّى,تَلَهَّ
9871,تجلى,تَجَلَّى,جلو,0,تَجَلَّى,يَتَجَلَّى,تَجَلَّ
9872,تحنى,تَحَنَّى,حني,0,تَحَنَّى,يَتَحَنَّى,تَحَنَّ
9873,تزكى,تَزَكَّى,زكي,0,تَزَكَّى,يَتَزَكَّى,تَزَكَّ
9874,تشفى,تَشَفَّى,شفي,0,تَشَفَّى,يَتَشَفَّى,تَشَفَّ
9875,تقصى,تَقَصَّى,قصو,0,تَقَصَّى,يَتَقَصَّى,تَقَصَّ
9876,تكسى,تَكَسَّى,كسو,0,تَكَسَّى,يَتَكَسَّى,تَكَسَّ
9877,تغشى,تَغَشَّى,غشي,0,تَغَشَّى,يَتَغَشَّى,تَغَشَّ
9878,توشى,تَوَشَّى,وشي,0,تَوَشَّى,يَتَوَشَّى,تَوَشَّ
9879,توقى,تَوَقَّى,وقي,0,تَوَقَّى,يَتَوَقَّى,تَوَقَّ
9880,تدلى,تَدَلَّى,دلو,0,تَدَلَّى,يَتَدَلَّى,تَدَلَّ
9881,تغدى,تَغَدَّى,غدو,0,تَغَدَّى,يَتَغَدَّى,تَغَدَّ
9882,تنوى,تَنَوَّى,نوي,0,تَنَوَّى,يَتَنَوَّى,تَنَوَّ
9883,تفضى,تَفَضَّى,فضي,0,تَفَضَّى,يَتَفَضَّى,تَفَضَّ
9884,تسوى,تَسَوَّى,سوي,0,تَسَوَّى,يَتَسَوَّى,تَسَوَّ
9885,تسلى,تَسَلَّى,سلو,0,تَسَلَّى,يَتَسَلَّى,تَسَلَّ
9886,تسمى,تَسَمَّى,سمو,0,تَسَمَّى,يَتَسَمَّى,تَسَمَّ
9887,تبقى,تَبَقَّى,بقي,0,تَبَقَّى,يَتَبَقَّى,تَبَقَّ
9888,تعشى,تَعَشَّى,عشو,0,تَعَشَّى,يَتَعَشَّى,تَعَشَّ
9889,تغطى,تَغَطَّى,غطو,0,تَغَطَّى,يَتَغَطَّى,تَغَطَّ
9890,تبنى,تَبَنَّى,بني,0,تَبَنَّى,يَتَبَنَّى,تَبَنَّ
9891,تحسى,تَحَسَّى,حسي,0,تَحَسَّى,يَتَحَسَّى,تَحَسَّ
9892,تلقى,تَلَقَّى,لقي,0,تَلَقَّى,يَتَلَقَّى,تَلَقَّ
9893,توخى,تَوَخَّى,وخي,0,تَوَخَّى,يَتَوَخَّى,تَوَخَّ
9894,تغابى,تَغَابَى,غبي,0,تَغَابَى,يَتَغَابَى,تَغَابَ
9895,تواصى,تَوَاصَى,وصي,0,تَوَاصَى,يَتَوَاصَى,تَوَاصَ
9896,تقاضى,تَقَاضَى,قضي,0,تَقَاضَى,يَتَقَاضَى,تَقَاضَ
9897,تجافى,تَجَافَى,جفو,0,تَجَافَى,يَتَجَافَى,تَجَافَ
9898,تبارى,تَبَارَى,بري,0,تَبَارَى,يَتَبَارَى,تَبَارَ
9899,تعادى,تَعَادَى,عدي,0,تَعَادَى,يَتَعَادَى,تَعَادَ
9900,تراقى,تَرَاقَى,رقي,0,تَرَاقَى,يَتَرَاقَى,تَرَاقَ
9901,تنادى,تَنَادَى,ندو,0,تَنَادَى,يَتَنَادَى,تَنَادَ
9902,تناصى,تَنَاصَى,نصو,0,تَنَاصَى,يَتَنَاصَى,تَنَاصَ
9903,تداعى,تَدَاعَى,دعي,0,تَدَاعَى,يَتَدَاعَى,تَدَاعَ
9904,تساقى,تَسَاقَى,سقي,0,تَسَاقَى,يَتَسَاقَى,تَسَاقَ
9905,تعازى,تَعَازَى,عزي,0,تَعَازَى,يَتَعَازَى,تَعَازَ
9906,تساوى,تَسَاوَى,سوي,0,تَسَاوَى,يَتَسَاوَى,تَسَاوَ
9907,تلافى,تَلَافَى,لفو,0,تَلَافَى,يَتَلَافَى,تَلَافَ
9908,تهاجى,تَهَاجَى,هجو,0,تَهَاجَى,يَتَهَاجَى,تَهَاجَ
9909,تلاقى,تَلَاقَى,لقي,0,تَلَاقَى,يَتَلَاقَى,تَلَاقَ
9910,تعامى,تَعَامَى,عمي,0,تَعَامَى,يَتَعَامَى,تَعَامَ
9911,تباكى,تَبَاكَى,بكي,0,تَبَاكَى,يَتَبَاكَى,تَبَاكَ
9912,تقاوى,تَقَاوَى,قوي,0,تَقَاوَى,يَتَقَاوَى,تَقَاوَ
9913,تشاكى,تَشَاكَى,شكو,0,تَشَاكَى,يَتَشَاكَى,تَشَاكَ
9914,تغاوى,تَغَاوَى,غوي,0,تَغَاوَى,يَتَغَاوَى,تَغَاوَ
9915,تداوى,تَدَاوَى,دوي,0,تَدَاوَى,يَتَدَاوَى,تَدَاوَ
9916,تحاجى,تَحَاجَى,حجو,0,تَحَاجَى,يَتَحَاجَى,تَحَاجَ
9917,تحاشى,تَحَاشَى,حشي,0,تَحَاشَى,يَتَحَاشَى,تَحَاشَ
9918,تباهى,تَبَاهَى,بهي,0,تَبَاهَى,يَتَبَاهَى,تَبَاهَ
9919,تتالى,تَتَالَى,تلو,0,تَتَالَى,يَتَتَالَى,تَتَالَ
9920,تفادى,تَفَادَى,فدي,0,تَفَادَى,يَتَفَادَى,تَفَادَ
9921,تراضى,تَرَاضَى,رضي,0,تَرَاضَى,يَتَرَاضَى,تَرَاضَ
9922,تحامى,تَحَامَى,حمي,0,تَحَامَى,يَتَحَامَى,تَحَامَ
9923,تعالى,تَعَالَى,علو,0,تَعَالَى,يَتَعَالَى,تَعَالَ
9924,توازى,تَوَازَى,وزي,0,تَوَازَى,يَتَوَازَى,تَوَازَ
9925,تعاطى,تَعَاطَى,عطي,0,تَعَاطَى,يَتَعَاطَى,تَعَاطَ
9926,توالى,تَوَالَى,ولي,0,تَوَالَى,يَتَوَالَى,تَوَالَ
9927,تناجى,تَنَاجَى,نجو,0,تَنَاجَى,يَتَنَاجَى,تَنَاجَ
9928,تناهى,تَنَاهَى,نهي,0,تَنَاهَى,يَتَنَاهَى,تَنَاهَ
9929,تمادى,تَمَادَى,مدي,0,تَمَادَى,يَتَمَادَى,تَمَادَ
9930,توارى,تَوَارَى,وري,0,تَوَارَى,يَتَوَارَى,تَوَارَ
9931,تناعى,تَنَاعَى,نعي,0,تَنَاعَى,يَتَنَاعَى,تَنَاعَ
9932,تفانى,تَفَانَى,فني,0,تَفَانَى,يَتَفَانَى,تَفَانَ
9933,تنافى,تَنَافَى,نفي,0,تَنَافَى,يَتَنَافَى,تَنَافَ
9934,تسامى,تَسَامَى,سمو,0,تَسَامَى,يَتَسَامَى,تَسَامَ
9935,تغانى,تَغَانَى,غني,0,تَغَانَى,يَتَغَانَى,تَغَانَ
9936,توانى,تَوَانَى,وني,0,تَوَانَى,يَتَوَانَى,تَوَانَ
9937,تهادى,تَهَادَى,هدي,0,تَهَادَى,يَتَهَادَى,تَهَادَ
9938,تصافى,تَصَافَى,صفو,0,تَصَافَى,يَتَصَافَى,تَصَافَ
9939,تلاحى,تَلَاحَى,لحي,0,تَلَاحَى,يَتَلَاحَى,تَلَاحَ
9940,تماشى,تَمَاشَى,مشي,0,تَمَاشَى,يَتَمَاشَى,تَمَاشَ
9941,تلاشى,تَلَاشَى,لشو,0,تَلَاشَى,يَتَلَاشَى,تَلَاشَ
9942,تهاوى,تَهَاوَى,هوي,0,تَهَاوَى,يَتَهَاوَى,تَهَاوَ
9943,تغاضى,تَغَاضَى,غضي,0,تَغَاضَى,يَتَغَاضَى,تَغَاضَ
9944,تعافى,تَعَافَى,عفو,0,تَعَافَى,يَتَعَافَى,تَعَافَ
9945,تصابى,تَصَابَى,صبو،صبي,0,تَصَابَى,يَتَصَابَى,تَصَابَ
9946,ترامى,تَرَامَى,رمي,0,تَرَامَى,يَتَرَامَى,تَرَامَ
9947,تنامى,تَنَامَى,نمي,0,تَنَامَى,يَتَنَامَى,تَنَامَ
9948,تلاوى,تَلَاوَى,لوي,0,تَلَاوَى,يَتَلَاوَى,تَلَاوَ
9949,تمارى,تَمَارَى,مري,0,تَمَارَى,يَتَمَارَى,تَمَارَ
9950,تلاهى,تَلَاهَى,لهو,0,تَلَاهَى,يَتَلَاهَى,تَلَاهَ
9951,تراخى,تَرَاخَى,رخو,0,تَرَاخَى,يَتَرَاخَى,تَرَاخَ
9952,تناسى,تَنَاسَى,نسي,0,تَنَاسَى,يَتَنَاسَى,تَنَاسَ
9953,تحاذى,تَحَاذَى,حذو,0,تَحَاذَى,يَتَحَاذَى,تَحَاذَ
9954,تماسى,تَمَاسَى,مسي,0,تَمَاسَى,يَتَمَاسَى,تَمَاسَ
9955,تناغى,تَنَاغَى,نغو,0,تَنَاغَى,يَتَنَاغَى,تَنَاغَ
9956,التحى,اِلْتَحَى,لحي,0,اِلْتَحَى,يَلْتَحِي,اِلْتَحِ
9957,اعتنى,اِعْتَنَى,عني,0,اِعْتَنَى,يَعْتَنِي,اِعْتَنِ
9958,استحلى,اِسْتَحْلَى,حلو,0,اِسْتَحْلَى,يَسْتَحْلِي,اِسْتَحْلِ
